no;id;period;y;g;D;alpha_i;x1;x2
563;94;5;0;0;0;-0.2484;-1.7547;0
564;94;6;0;0;0;-0.2484;-1.7547;0
565;95;1;0;0;0;-0.0761;-0.7236;0
566;95;2;1;0;0;-0.0761;-0.7236;0
567;95;3;1;0;0;-0.0761;-0.7236;0
568;95;4;0;0;0;-0.0761;-0.7236;0
569;95;5;1;0;0;-0.0761;-0.7236;0
570;95;6;0;0;0;-0.0761;-0.7236;0
571;96;1;0;0;0;0.6932;1.0666;1
572;96;2;0;0;0;0.6932;1.0666;1
573;96;3;0;0;0;0.6932;1.0666;1
574;96;4;1;0;0;0.6932;1.0666;1
575;96;5;0;0;0;0.6932;1.0666;1
576;96;6;1;0;0;0.6932;1.0666;1
577;97;1;1;0;0;0.393;-0.6731;0
578;97;2;1;0;0;0.393;-0.6731;0
579;97;3;0;0;0;0.393;-0.6731;0
580;97;4;1;0;0;0.393;-0.6731;0
581;97;5;0;0;0;0.393;-0.6731;0
582;97;6;0;0;0;0.393;-0.6731;0
583;98;1;0;0;0;-0.6577;0.722;0
584;98;2;1;0;0;-0.6577;0.722;0
585;98;3;0;0;0;-0.6577;0.722;0
586;98;4;0;0;0;-0.6577;0.722;0
587;98;5;0;0;0;-0.6577;0.722;0
588;98;6;0;0;0;-0.6577;0.722;0
589;99;1;1;0;0;0.3244;0.8354;0
590;99;2;1;0;0;0.3244;0.8354;0
591;99;3;1;0;0;0.3244;0.8354;0
592;99;4;0;0;0;0.3244;0.8354;0
593;99;5;1;0;0;0.3244;0.8354;0
594;99;6;0;0;0;0.3244;0.8354;0
595;100;1;0;0;0;-0.6012;0.5088;0
596;100;2;0;0;0;-0.6012;0.5088;0
597;100;3;0;0;0;-0.6012;0.5088;0
598;100;4;1;0;0;-0.6012;0.5088;0
599;100;5;0;0;0;-0.6012;0.5088;0
600;100;6;1;0;0;-0.6012;0.5088;0
601;101;1;1;0;0;-0.08;-0.009;0
602;101;2;0;0;0;-0.08;-0.009;0
603;101;3;0;0;0;-0.08;-0.009;0
604;101;4;0;0;0;-0.08;-0.009;0
605;101;5;1;0;0;-0.08;-0.009;0
606;101;6;1;0;0;-0.08;-0.009;0
607;102;1;0;0;0;0.4375;-0.9419;0
608;102;2;1;0;0;0.4375;-0.9419;0
609;102;3;0;0;0;0.4375;-0.9419;0
610;102;4;0;0;0;0.4375;-0.9419;0
611;102;5;1;0;0;0.4375;-0.9419;0
612;102;6;0;0;0;0.4375;-0.9419;0
613;103;1;0;0;0;0.0427;0.7906;1
614;103;2;0;0;0;0.0427;0.7906;1
615;103;3;0;0;0;0.0427;0.7906;1
616;103;4;0;0;0;0.0427;0.7906;1
617;103;5;1;0;0;0.0427;0.7906;1
618;103;6;1;0;0;0.0427;0.7906;1
619;104;1;1;0;0;1.7249;1.0015;0
620;104;2;1;0;0;1.7249;1.0015;0
621;104;3;1;0;0;1.7249;1.0015;0
622;104;4;0;0;0;1.7249;1.0015;0
623;104;5;1;0;0;1.7249;1.0015;0
624;104;6;0;0;0;1.7249;1.0015;0
625;105;1;0;0;0;0.5854;1.4322;0
626;105;2;1;0;0;0.5854;1.4322;0
627;105;3;0;0;0;0.5854;1.4322;0
628;105;4;1;0;0;0.5854;1.4322;0
629;105;5;1;0;0;0.5854;1.4322;0
630;105;6;0;0;0;0.5854;1.4322;0
631;106;1;0;0;0;0.8283;1.1065;1
632;106;2;1;0;0;0.8283;1.1065;1
633;106;3;1;0;0;0.8283;1.1065;1
634;106;4;0;0;0;0.8283;1.1065;1
635;106;5;0;0;0;0.8283;1.1065;1
636;106;6;1;0;0;0.8283;1.1065;1
637;107;1;0;0;0;0.1727;-0.657;0
638;107;2;0;0;0;0.1727;-0.657;0
639;107;3;0;0;0;0.1727;-0.657;0
640;107;4;0;0;0;0.1727;-0.657;0
641;107;5;1;0;0;0.1727;-0.657;0
642;107;6;0;0;0;0.1727;-0.657;0
643;108;1;0;0;0;-1.2159;-1.1884;1
644;108;2;0;0;0;-1.2159;-1.1884;1
645;108;3;1;0;0;-1.2159;-1.1884;1
646;108;4;1;0;0;-1.2159;-1.1884;1
647;108;5;0;0;0;-1.2159;-1.1884;1
648;108;6;0;0;0;-1.2159;-1.1884;1
649;109;1;0;0;0;0.175;-2.0604;1
650;109;2;0;0;0;0.175;-2.0604;1
651;109;3;0;0;0;0.175;-2.0604;1
652;109;4;0;0;0;0.175;-2.0604;1
653;109;5;1;0;0;0.175;-2.0604;1
654;109;6;0;0;0;0.175;-2.0604;1
655;110;1;1;0;0;-0.008;-0.553;1
656;110;2;0;0;0;-0.008;-0.553;1
657;110;3;1;0;0;-0.008;-0.553;1
658;110;4;0;0;0;-0.008;-0.553;1
659;110;5;0;0;0;-0.008;-0.553;1
660;110;6;0;0;0;-0.008;-0.553;1
661;111;1;0;0;0;0.0023;-1.5624;0
662;111;2;0;0;0;0.0023;-1.5624;0
663;111;3;0;0;0;0.0023;-1.5624;0
664;111;4;1;0;0;0.0023;-1.5624;0
665;111;5;0;0;0;0.0023;-1.5624;0
666;111;6;0;0;0;0.0023;-1.5624;0
667;112;1;0;0;0;-0.0322;-0.8552;1
668;112;2;1;0;0;-0.0322;-0.8552;1
669;112;3;0;0;0;-0.0322;-0.8552;1
670;112;4;1;0;0;-0.0322;-0.8552;1
671;112;5;0;0;0;-0.0322;-0.8552;1
672;112;6;1;0;0;-0.0322;-0.8552;1
673;113;1;0;0;0;0.3905;0.9725;1
674;113;2;0;0;0;0.3905;0.9725;1
675;113;3;0;0;0;0.3905;0.9725;1
676;113;4;1;0;0;0.3905;0.9725;1
677;113;5;1;0;0;0.3905;0.9725;1
678;113;6;0;0;0;0.3905;0.9725;1
679;114;1;0;0;0;0.1177;-0.2119;0
680;114;2;1;0;0;0.1177;-0.2119;0
681;114;3;0;0;0;0.1177;-0.2119;0
682;114;4;0;0;0;0.1177;-0.2119;0
683;114;5;0;0;0;0.1177;-0.2119;0
684;114;6;1;0;0;0.1177;-0.2119;0
685;115;1;1;0;0;0.7045;1.4276;1
686;115;2;1;0;0;0.7045;1.4276;1
687;115;3;0;0;0;0.7045;1.4276;1
688;115;4;1;0;0;0.7045;1.4276;1
689;115;5;0;0;0;0.7045;1.4276;1
690;115;6;1;0;0;0.7045;1.4276;1
691;116;1;1;0;0;-0.0567;-0.2295;1
692;116;2;1;0;0;-0.0567;-0.2295;1
693;116;3;1;0;0;-0.0567;-0.2295;1
694;116;4;0;0;0;-0.0567;-0.2295;1
695;116;5;0;0;0;-0.0567;-0.2295;1
696;116;6;1;0;0;-0.0567;-0.2295;1
697;117;1;0;0;0;-0.4353;0.0344;0
698;117;2;0;0;0;-0.4353;0.0344;0
699;117;3;1;0;0;-0.4353;0.0344;0
700;117;4;0;0;0;-0.4353;0.0344;0
701;117;5;0;0;0;-0.4353;0.0344;0
702;117;6;0;0;0;-0.4353;0.0344;0
703;118;1;1;0;0;0.4463;-0.3311;1
704;118;2;0;0;0;0.4463;-0.3311;1
705;118;3;1;0;0;0.4463;-0.3311;1
706;118;4;0;0;0;0.4463;-0.3311;1
707;118;5;0;0;0;0.4463;-0.3311;1
708;118;6;1;0;0;0.4463;-0.3311;1
709;119;1;1;0;0;0.0456;-1.3636;1
710;119;2;0;0;0;0.0456;-1.3636;1
711;119;3;0;0;0;0.0456;-1.3636;1
712;119;4;1;0;0;0.0456;-1.3636;1
713;119;5;1;0;0;0.0456;-1.3636;1
714;119;6;0;0;0;0.0456;-1.3636;1
715;120;1;0;0;0;-0.0531;-0.4518;0
716;120;2;0;0;0;-0.0531;-0.4518;0
717;120;3;0;0;0;-0.0531;-0.4518;0
718;120;4;0;0;0;-0.0531;-0.4518;0
719;120;5;0;0;0;-0.0531;-0.4518;0
720;120;6;0;0;0;-0.0531;-0.4518;0
721;121;1;0;0;0;-0.4887;0.6997;0
722;121;2;1;0;0;-0.4887;0.6997;0
723;121;3;0;0;0;-0.4887;0.6997;0
724;121;4;1;0;0;-0.4887;0.6997;0
725;121;5;0;0;0;-0.4887;0.6997;0
726;121;6;0;0;0;-0.4887;0.6997;0
727;122;1;1;0;0;0.6438;1.0585;1
728;122;2;0;0;0;0.6438;1.0585;1
729;122;3;0;0;0;0.6438;1.0585;1
730;122;4;1;0;0;0.6438;1.0585;1
731;122;5;0;0;0;0.6438;1.0585;1
732;122;6;0;0;0;0.6438;1.0585;1
733;123;1;0;0;0;0.2308;0.1993;1
734;123;2;0;0;0;0.2308;0.1993;1
735;123;3;1;0;0;0.2308;0.1993;1
736;123;4;0;0;0;0.2308;0.1993;1
737;123;5;0;0;0;0.2308;0.1993;1
738;123;6;0;0;0;0.2308;0.1993;1
739;124;1;1;0;0;1.0734;0.7733;0
740;124;2;0;0;0;1.0734;0.7733;0
741;124;3;0;0;0;1.0734;0.7733;0
742;124;4;1;0;0;1.0734;0.7733;0
743;124;5;0;0;0;1.0734;0.7733;0
744;124;6;0;0;0;1.0734;0.7733;0
745;125;1;0;0;0;-0.0951;-0.222;0
746;125;2;0;0;0;-0.0951;-0.222;0
747;125;3;1;0;0;-0.0951;-0.222;0
748;125;4;0;0;0;-0.0951;-0.222;0
749;125;5;0;0;0;-0.0951;-0.222;0
750;125;6;0;0;0;-0.0951;-0.222;0
751;126;1;0;0;0;0.3604;0.2776;0
752;126;2;0;0;0;0.3604;0.2776;0
753;126;3;1;0;0;0.3604;0.2776;0
754;126;4;0;0;0;0.3604;0.2776;0
755;126;5;0;0;0;0.3604;0.2776;0
756;126;6;1;0;0;0.3604;0.2776;0
757;127;1;0;0;0;-0.9257;-1.4356;0
758;127;2;0;0;0;-0.9257;-1.4356;0
759;127;3;0;0;0;-0.9257;-1.4356;0
760;127;4;0;0;0;-0.9257;-1.4356;0
761;127;5;0;0;0;-0.9257;-1.4356;0
762;127;6;0;0;0;-0.9257;-1.4356;0
763;128;1;0;0;0;0.2544;-0.0779;0
764;128;2;0;0;0;0.2544;-0.0779;0
765;128;3;0;0;0;0.2544;-0.0779;0
766;128;4;0;0;0;0.2544;-0.0779;0
767;128;5;1;0;0;0.2544;-0.0779;0
768;128;6;0;0;0;0.2544;-0.0779;0
769;129;1;1;0;0;0.1176;-0.9667;1
770;129;2;0;0;0;0.1176;-0.9667;1
771;129;3;1;0;0;0.1176;-0.9667;1
772;129;4;1;0;0;0.1176;-0.9667;1
773;129;5;1;0;0;0.1176;-0.9667;1
774;129;6;0;0;0;0.1176;-0.9667;1
775;130;1;0;0;0;-1.0286;-1.2757;0
776;130;2;0;0;0;-1.0286;-1.2757;0
777;130;3;0;0;0;-1.0286;-1.2757;0
778;130;4;1;0;0;-1.0286;-1.2757;0
779;130;5;0;0;0;-1.0286;-1.2757;0
780;130;6;0;0;0;-1.0286;-1.2757;0
781;131;1;0;0;0;-0.6094;-0.177;1
782;131;2;0;0;0;-0.6094;-0.177;1
783;131;3;1;0;0;-0.6094;-0.177;1
784;131;4;0;0;0;-0.6094;-0.177;1
785;131;5;0;0;0;-0.6094;-0.177;1
786;131;6;0;0;0;-0.6094;-0.177;1
787;132;1;0;0;0;-0.5102;0.7714;0
788;132;2;0;0;0;-0.5102;0.7714;0
789;132;3;0;0;0;-0.5102;0.7714;0
790;132;4;1;0;0;-0.5102;0.7714;0
791;132;5;1;0;0;-0.5102;0.7714;0
792;132;6;0;0;0;-0.5102;0.7714;0
793;133;1;1;0;0;0.5283;0.1192;1
794;133;2;1;0;0;0.5283;0.1192;1
795;133;3;1;0;0;0.5283;0.1192;1
796;133;4;1;0;0;0.5283;0.1192;1
797;133;5;0;0;0;0.5283;0.1192;1
798;133;6;0;0;0;0.5283;0.1192;1
799;134;1;0;0;0;0.7212;-0.0957;1
800;134;2;1;0;0;0.7212;-0.0957;1
801;134;3;0;0;0;0.7212;-0.0957;1
802;134;4;0;0;0;0.7212;-0.0957;1
803;134;5;1;0;0;0.7212;-0.0957;1
804;134;6;1;0;0;0.7212;-0.0957;1
805;135;1;0;0;0;-0.6571;-0.8319;0
806;135;2;0;0;0;-0.6571;-0.8319;0
807;135;3;0;0;0;-0.6571;-0.8319;0
808;135;4;0;0;0;-0.6571;-0.8319;0
809;135;5;0;0;0;-0.6571;-0.8319;0
810;135;6;1;0;0;-0.6571;-0.8319;0
811;136;1;0;0;0;-0.1927;0.209;0
812;136;2;0;0;0;-0.1927;0.209;0
813;136;3;0;0;0;-0.1927;0.209;0
814;136;4;1;0;0;-0.1927;0.209;0
815;136;5;0;0;0;-0.1927;0.209;0
816;136;6;0;0;0;-0.1927;0.209;0
817;137;1;0;0;0;0.6038;0.1243;0
818;137;2;1;0;0;0.6038;0.1243;0
819;137;3;1;0;0;0.6038;0.1243;0
820;137;4;0;0;0;0.6038;0.1243;0
821;137;5;0;0;0;0.6038;0.1243;0
822;137;6;1;0;0;0.6038;0.1243;0
823;138;1;0;0;0;0.575;-0.2575;1
824;138;2;1;0;0;0.575;-0.2575;1
825;138;3;0;0;0;0.575;-0.2575;1
826;138;4;1;0;0;0.575;-0.2575;1
827;138;5;0;0;0;0.575;-0.2575;1
828;138;6;0;0;0;0.575;-0.2575;1
829;139;1;0;0;0;-0.6243;0.0205;1
830;139;2;0;0;0;-0.6243;0.0205;1
831;139;3;0;0;0;-0.6243;0.0205;1
832;139;4;0;0;0;-0.6243;0.0205;1
833;139;5;0;0;0;-0.6243;0.0205;1
834;139;6;0;0;0;-0.6243;0.0205;1
835;140;1;0;0;0;-0.5428;-1.3402;0
836;140;2;0;0;0;-0.5428;-1.3402;0
837;140;3;0;0;0;-0.5428;-1.3402;0
838;140;4;1;0;0;-0.5428;-1.3402;0
839;140;5;0;0;0;-0.5428;-1.3402;0
840;140;6;0;0;0;-0.5428;-1.3402;0
841;141;1;1;0;0;1.0336;0.9381;0
842;141;2;1;0;0;1.0336;0.9381;0
843;141;3;1;0;0;1.0336;0.9381;0
844;141;4;0;0;0;1.0336;0.9381;0
845;141;5;1;0;0;1.0336;0.9381;0
846;141;6;1;0;0;1.0336;0.9381;0
847;142;1;1;0;0;-0.4601;-0.8612;1
848;142;2;0;0;0;-0.4601;-0.8612;1
849;142;3;1;0;0;-0.4601;-0.8612;1
850;142;4;0;0;0;-0.4601;-0.8612;1
851;142;5;0;0;0;-0.4601;-0.8612;1
852;142;6;0;0;0;-0.4601;-0.8612;1
853;143;1;1;0;0;-1.1271;-2.3879;0
854;143;2;0;0;0;-1.1271;-2.3879;0
855;143;3;0;0;0;-1.1271;-2.3879;0
856;143;4;0;0;0;-1.1271;-2.3879;0
857;143;5;0;0;0;-1.1271;-2.3879;0
858;143;6;0;0;0;-1.1271;-2.3879;0
859;144;1;0;0;0;-1.5526;-3.0167;1
860;144;2;0;0;0;-1.5526;-3.0167;1
861;144;3;0;0;0;-1.5526;-3.0167;1
862;144;4;0;0;0;-1.5526;-3.0167;1
863;144;5;0;0;0;-1.5526;-3.0167;1
864;144;6;0;0;0;-1.5526;-3.0167;1
865;145;1;0;0;0;-0.0276;0.0408;1
866;145;2;1;0;0;-0.0276;0.0408;1
867;145;3;0;0;0;-0.0276;0.0408;1
868;145;4;0;0;0;-0.0276;0.0408;1
869;145;5;0;0;0;-0.0276;0.0408;1
870;145;6;0;0;0;-0.0276;0.0408;1
871;146;1;0;0;0;-0.4076;-0.2475;0
872;146;2;0;0;0;-0.4076;-0.2475;0
873;146;3;1;0;0;-0.4076;-0.2475;0
874;146;4;0;0;0;-0.4076;-0.2475;0
875;146;5;0;0;0;-0.4076;-0.2475;0
876;146;6;0;0;0;-0.4076;-0.2475;0
877;147;1;0;0;0;-0.2734;-1.2534;0
878;147;2;1;0;0;-0.2734;-1.2534;0
879;147;3;0;0;0;-0.2734;-1.2534;0
880;147;4;0;0;0;-0.2734;-1.2534;0
881;147;5;0;0;0;-0.2734;-1.2534;0
882;147;6;1;0;0;-0.2734;-1.2534;0
883;148;1;0;0;0;0.6464;0.7002;1
884;148;2;1;0;0;0.6464;0.7002;1
885;148;3;0;0;0;0.6464;0.7002;1
886;148;4;0;0;0;0.6464;0.7002;1
887;148;5;0;0;0;0.6464;0.7002;1
888;148;6;1;0;0;0.6464;0.7002;1
889;149;1;0;0;0;-0.0163;-0.2291;0
890;149;2;0;0;0;-0.0163;-0.2291;0
891;149;3;1;0;0;-0.0163;-0.2291;0
892;149;4;0;0;0;-0.0163;-0.2291;0
893;149;5;1;0;0;-0.0163;-0.2291;0
894;149;6;1;0;0;-0.0163;-0.2291;0
895;150;1;0;0;0;-0.006;-0.5897;1
896;150;2;0;0;0;-0.006;-0.5897;1
897;150;3;1;0;0;-0.006;-0.5897;1
898;150;4;1;0;0;-0.006;-0.5897;1
899;150;5;1;0;0;-0.006;-0.5897;1
900;150;6;0;0;0;-0.006;-0.5897;1
901;151;1;1;0;0;0.2906;-0.994;0
902;151;2;1;0;0;0.2906;-0.994;0
903;151;3;0;0;0;0.2906;-0.994;0
904;151;4;0;0;0;0.2906;-0.994;0
905;151;5;1;0;0;0.2906;-0.994;0
906;151;6;0;0;0;0.2906;-0.994;0
907;152;1;0;0;0;0.4742;2.623;0
908;152;2;1;0;0;0.4742;2.623;0
909;152;3;0;0;0;0.4742;2.623;0
910;152;4;0;0;0;0.4742;2.623;0
911;152;5;1;0;0;0.4742;2.623;0
912;152;6;1;0;0;0.4742;2.623;0
913;153;1;0;0;0;-0.5737;-0.8892;0
914;153;2;0;0;0;-0.5737;-0.8892;0
915;153;3;0;0;0;-0.5737;-0.8892;0
916;153;4;0;0;0;-0.5737;-0.8892;0
917;153;5;0;0;0;-0.5737;-0.8892;0
918;153;6;0;0;0;-0.5737;-0.8892;0
919;154;1;1;0;0;-0.7026;-1.6246;1
920;154;2;0;0;0;-0.7026;-1.6246;1
921;154;3;0;0;0;-0.7026;-1.6246;1
922;154;4;0;0;0;-0.7026;-1.6246;1
923;154;5;0;0;0;-0.7026;-1.6246;1
924;154;6;1;0;0;-0.7026;-1.6246;1
925;155;1;0;0;0;0.6299;-0.2456;1
926;155;2;0;0;0;0.6299;-0.2456;1
927;155;3;1;0;0;0.6299;-0.2456;1
928;155;4;1;0;0;0.6299;-0.2456;1
929;155;5;0;0;0;0.6299;-0.2456;1
930;155;6;0;0;0;0.6299;-0.2456;1
931;156;1;0;0;0;0.2089;-1.0574;0
932;156;2;1;0;0;0.2089;-1.0574;0
933;156;3;0;0;0;0.2089;-1.0574;0
934;156;4;0;0;0;0.2089;-1.0574;0
935;156;5;1;0;0;0.2089;-1.0574;0
936;156;6;0;0;0;0.2089;-1.0574;0
937;157;1;0;0;0;-0.3655;-1.3809;1
938;157;2;0;0;0;-0.3655;-1.3809;1
939;157;3;0;0;0;-0.3655;-1.3809;1
940;157;4;1;0;0;-0.3655;-1.3809;1
941;157;5;1;0;0;-0.3655;-1.3809;1
942;157;6;0;0;0;-0.3655;-1.3809;1
943;158;1;0;0;0;-0.337;-0.0225;1
944;158;2;0;0;0;-0.337;-0.0225;1
945;158;3;0;0;0;-0.337;-0.0225;1
946;158;4;0;0;0;-0.337;-0.0225;1
947;158;5;0;0;0;-0.337;-0.0225;1
948;158;6;0;0;0;-0.337;-0.0225;1
949;159;1;0;0;0;0.0877;0.4867;1
950;159;2;0;0;0;0.0877;0.4867;1
951;159;3;0;0;0;0.0877;0.4867;1
952;159;4;0;0;0;0.0877;0.4867;1
953;159;5;0;0;0;0.0877;0.4867;1
954;159;6;1;0;0;0.0877;0.4867;1
955;160;1;0;0;0;0.0217;0.9615;1
956;160;2;1;0;0;0.0217;0.9615;1
957;160;3;1;0;0;0.0217;0.9615;1
958;160;4;0;0;0;0.0217;0.9615;1
959;160;5;0;0;0;0.0217;0.9615;1
960;160;6;1;0;0;0.0217;0.9615;1
961;161;1;0;0;0;0.6005;0.8486;1
962;161;2;1;0;0;0.6005;0.8486;1
963;161;3;1;0;0;0.6005;0.8486;1
964;161;4;1;0;0;0.6005;0.8486;1
965;161;5;1;0;0;0.6005;0.8486;1
966;161;6;1;0;0;0.6005;0.8486;1
967;162;1;1;0;0;0.1898;0.4653;0
968;162;2;0;0;0;0.1898;0.4653;0
969;162;3;0;0;0;0.1898;0.4653;0
970;162;4;0;0;0;0.1898;0.4653;0
971;162;5;1;0;0;0.1898;0.4653;0
972;162;6;0;0;0;0.1898;0.4653;0
973;163;1;1;0;0;-0.1498;-1.1878;0
974;163;2;0;0;0;-0.1498;-1.1878;0
975;163;3;0;0;0;-0.1498;-1.1878;0
976;163;4;1;0;0;-0.1498;-1.1878;0
977;163;5;0;0;0;-0.1498;-1.1878;0
978;163;6;0;0;0;-0.1498;-1.1878;0
979;164;1;1;0;0;0.5741;1.2299;0
980;164;2;0;0;0;0.5741;1.2299;0
981;164;3;1;0;0;0.5741;1.2299;0
982;164;4;1;0;0;0.5741;1.2299;0
983;164;5;0;0;0;0.5741;1.2299;0
984;164;6;0;0;0;0.5741;1.2299;0
985;165;1;0;0;0;0.8386;0.6823;1
986;165;2;1;0;0;0.8386;0.6823;1
987;165;3;1;0;0;0.8386;0.6823;1
988;165;4;1;0;0;0.8386;0.6823;1
989;165;5;0;0;0;0.8386;0.6823;1
990;165;6;1;0;0;0.8386;0.6823;1
991;166;1;1;0;0;0.9721;0.7708;1
992;166;2;0;0;0;0.9721;0.7708;1
993;166;3;0;0;0;0.9721;0.7708;1
994;166;4;0;0;0;0.9721;0.7708;1
995;166;5;0;0;0;0.9721;0.7708;1
996;166;6;0;0;0;0.9721;0.7708;1
997;167;1;1;0;0;1.4782;1.3329;0
998;167;2;1;0;0;1.4782;1.3329;0
999;167;3;1;0;0;1.4782;1.3329;0
1000;167;4;1;0;0;1.4782;1.3329;0
1001;167;5;1;0;0;1.4782;1.3329;0
1002;167;6;1;0;0;1.4782;1.3329;0
1003;168;1;0;0;0;-0.087;-1.1525;0
1004;168;2;0;0;0;-0.087;-1.1525;0
1005;168;3;1;0;0;-0.087;-1.1525;0
1006;168;4;1;0;0;-0.087;-1.1525;0
1007;168;5;1;0;0;-0.087;-1.1525;0
1008;168;6;1;0;0;-0.087;-1.1525;0
1009;169;1;1;0;0;-0.6543;-1.0029;0
1010;169;2;0;0;0;-0.6543;-1.0029;0
1011;169;3;0;0;0;-0.6543;-1.0029;0
1012;169;4;1;0;0;-0.6543;-1.0029;0
1013;169;5;0;0;0;-0.6543;-1.0029;0
1014;169;6;0;0;0;-0.6543;-1.0029;0
1015;170;1;0;0;0;-0.0923;-0.2888;1
1016;170;2;0;0;0;-0.0923;-0.2888;1
1017;170;3;0;0;0;-0.0923;-0.2888;1
1018;170;4;1;0;0;-0.0923;-0.2888;1
1019;170;5;1;0;0;-0.0923;-0.2888;1
1020;170;6;0;0;0;-0.0923;-0.2888;1
1021;171;1;0;0;0;0.0259;0.3358;1
1022;171;2;1;0;0;0.0259;0.3358;1
1023;171;3;0;0;0;0.0259;0.3358;1
1024;171;4;0;0;0;0.0259;0.3358;1
1025;171;5;0;0;0;0.0259;0.3358;1
1026;171;6;1;0;0;0.0259;0.3358;1
1027;172;1;1;0;0;1.5497;0.7386;0
1028;172;2;1;0;0;1.5497;0.7386;0
1029;172;3;1;0;0;1.5497;0.7386;0
1030;172;4;1;0;0;1.5497;0.7386;0
1031;172;5;1;0;0;1.5497;0.7386;0
1032;172;6;1;0;0;1.5497;0.7386;0
1033;173;1;0;0;0;-0.4206;-0.295;0
1034;173;2;0;0;0;-0.4206;-0.295;0
1035;173;3;0;0;0;-0.4206;-0.295;0
1036;173;4;0;0;0;-0.4206;-0.295;0
1037;173;5;0;0;0;-0.4206;-0.295;0
1038;173;6;0;0;0;-0.4206;-0.295;0
1039;174;1;0;0;0;-0.4858;-0.2536;0
1040;174;2;0;0;0;-0.4858;-0.2536;0
1041;174;3;1;0;0;-0.4858;-0.2536;0
1042;174;4;1;0;0;-0.4858;-0.2536;0
1043;174;5;0;0;0;-0.4858;-0.2536;0
1044;174;6;0;0;0;-0.4858;-0.2536;0
1045;175;1;1;0;0;1.1471;1.4527;1
1046;175;2;0;0;0;1.1471;1.4527;1
1047;175;3;1;0;0;1.1471;1.4527;1
1048;175;4;1;0;0;1.1471;1.4527;1
1049;175;5;0;0;0;1.1471;1.4527;1
1050;175;6;1;0;0;1.1471;1.4527;1
1051;176;1;1;0;0;1.176;2.2405;0
1052;176;2;0;0;0;1.176;2.2405;0
1053;176;3;0;0;0;1.176;2.2405;0
1054;176;4;1;0;0;1.176;2.2405;0
1055;176;5;1;0;0;1.176;2.2405;0
1056;176;6;1;0;0;1.176;2.2405;0
1057;177;1;0;0;0;-0.4405;0.3333;1
1058;177;2;0;0;0;-0.4405;0.3333;1
1059;177;3;0;0;0;-0.4405;0.3333;1
1060;177;4;1;0;0;-0.4405;0.3333;1
1061;177;5;0;0;0;-0.4405;0.3333;1
1062;177;6;0;0;0;-0.4405;0.3333;1
1063;178;1;1;0;0;0.591;1.2532;0
1064;178;2;0;0;0;0.591;1.2532;0
1065;178;3;0;0;0;0.591;1.2532;0
1066;178;4;0;0;0;0.591;1.2532;0
1067;178;5;1;0;0;0.591;1.2532;0
1068;178;6;1;0;0;0.591;1.2532;0
1069;179;1;0;0;0;-0.0324;0.341;1
1070;179;2;0;0;0;-0.0324;0.341;1
1071;179;3;0;0;0;-0.0324;0.341;1
1072;179;4;0;0;0;-0.0324;0.341;1
1073;179;5;1;0;0;-0.0324;0.341;1
1074;179;6;0;0;0;-0.0324;0.341;1
1075;180;1;1;0;0;0.4068;0.8675;0
1076;180;2;0;0;0;0.4068;0.8675;0
1077;180;3;0;0;0;0.4068;0.8675;0
1078;180;4;0;0;0;0.4068;0.8675;0
1079;180;5;0;0;0;0.4068;0.8675;0
1080;180;6;0;0;0;0.4068;0.8675;0
1081;181;1;0;0;0;0.4499;2.1275;1
1082;181;2;1;0;0;0.4499;2.1275;1
1083;181;3;1;0;0;0.4499;2.1275;1
1084;181;4;1;0;0;0.4499;2.1275;1
1085;181;5;0;0;0;0.4499;2.1275;1
1086;181;6;0;0;0;0.4499;2.1275;1
1087;182;1;0;0;0;0.0077;-1.263;1
1088;182;2;1;0;0;0.0077;-1.263;1
1089;182;3;1;0;0;0.0077;-1.263;1
1090;182;4;0;0;0;0.0077;-1.263;1
1091;182;5;0;0;0;0.0077;-1.263;1
1092;182;6;0;0;0;0.0077;-1.263;1
1093;183;1;0;0;0;-0.5039;0.8224;1
1094;183;2;0;0;0;-0.5039;0.8224;1
1095;183;3;1;0;0;-0.5039;0.8224;1
1096;183;4;0;0;0;-0.5039;0.8224;1
1097;183;5;0;0;0;-0.5039;0.8224;1
1098;183;6;0;0;0;-0.5039;0.8224;1
1099;184;1;0;0;0;0.0767;1.5375;1
1100;184;2;1;0;0;0.0767;1.5375;1
1101;184;3;0;0;0;0.0767;1.5375;1
1102;184;4;0;0;0;0.0767;1.5375;1
1103;184;5;1;0;0;0.0767;1.5375;1
1104;184;6;1;0;0;0.0767;1.5375;1
1105;185;1;0;0;0;-0.1102;-1.4187;0
1106;185;2;1;0;0;-0.1102;-1.4187;0
1107;185;3;0;0;0;-0.1102;-1.4187;0
1108;185;4;1;0;0;-0.1102;-1.4187;0
1109;185;5;0;0;0;-0.1102;-1.4187;0
1110;185;6;0;0;0;-0.1102;-1.4187;0
1111;186;1;0;0;0;-0.2097;-1.2801;1
1112;186;2;0;0;0;-0.2097;-1.2801;1
1113;186;3;0;0;0;-0.2097;-1.2801;1
1114;186;4;1;0;0;-0.2097;-1.2801;1
1115;186;5;0;0;0;-0.2097;-1.2801;1
1116;186;6;0;0;0;-0.2097;-1.2801;1
1117;187;1;1;0;0;-0.2616;-0.7063;1
1118;187;2;0;0;0;-0.2616;-0.7063;1
1119;187;3;0;0;0;-0.2616;-0.7063;1
1120;187;4;0;0;0;-0.2616;-0.7063;1
1121;187;5;1;0;0;-0.2616;-0.7063;1
